array_sum: 0.010083 s (10000000.0)
array_sum: 0.009585 s (10000000.0)
sum: 0.004677 s (10000000.0)
py_sum: 1.384787 s (10000000.0)
         106794 function calls (103729 primitive calls) in 1.730 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.001    0.000 arrayprint.py:1595(_array_str_implementation)
    82/44    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       30    0.000    0.000    0.006    0.000 __init__.py:225(compile)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6550(__new__)
      131    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       73    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       81    0.000    0.000    0.000    0.000 __init__.py:14(set_module)
        8    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       13    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       26    0.000    0.000    0.000    0.000 _parser.py:309(_class_escape)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
       13    0.000    0.000    0.000    0.000 core.py:8406(_replace_return_type)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.001    0.001 argparse.py:1737(__init__)
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
        1    0.000    0.000    0.003    0.003 utils.py:1(<module>)
        1    0.000    0.000    0.027    0.027 defmatrix.py:1(<module>)
        8    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
        1    0.000    0.000    0.006    0.006 pyximport.py:1(<module>)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1669(datetime)
        3    0.000    0.000    0.000    0.000 shutil.py:1398(get_terminal_size)
       78    0.000    0.000    0.000    0.000 _internal.py:883(<genexpr>)
      102    0.000    0.000    0.000    0.000 typing.py:1406(<genexpr>)
       28    0.000    0.000    0.000    0.000 _parser.py:956(fix_flags)
       30    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
        7    0.000    0.000    0.000    0.000 getlimits.py:685(__init__)
        1    0.000    0.000    0.001    0.001 argparse.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:893(date)
       81    0.000    0.000    0.000    0.000 _parser.py:168(__setitem__)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
      131    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
       44    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
       10    0.000    0.000    0.001    0.000 extras.py:237(getdoc)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 pathlib.py:857(Path)
       26    0.000    0.000    0.000    0.000 core.py:6855(__init__)
      117    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1335(_ActionsContainer)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.001    0.001 contextlib.py:78(inner)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1577(_BaseV6)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
        1    0.000    0.000    0.003    0.003 platform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6754(refer_to_array_attribute)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.002    0.002 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:482(__prepare__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       28    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
       97    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 _parser.py:267(getuntil)
       54    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
       54    0.000    0.000    0.000    0.000 typing.py:1818(<genexpr>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyximport3.py:364(install)
       54    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        3    0.000    0.000    0.000    0.000 argparse.py:164(__init__)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
       54    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1875(parse_known_args)
        6    0.000    0.000    0.000    0.000 locale.py:396(normalize)
       13    0.000    0.000    0.000    0.000 core.py:8389(__init__)
       88    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:515(_check_date_fields)
        6    0.000    0.000    0.000    0.000 abc.py:32(_register)
       61    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       37    0.000    0.000    0.000    0.000 argparse.py:1390(register)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
       41    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       36    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1135(_BaseV4)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1883(IPv6Address)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
       14    0.000    0.000    0.000    0.000 __init__.py:198(split)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       31    0.000    0.000    0.000    0.000 typing.py:277(_check_generic)
        3    0.000    0.000    0.000    0.000 gettext.py:511(translation)
        1    0.000    0.000    0.005    0.005 _pyximport3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1315(time)
        5    0.000    0.000    0.000    0.000 typing.py:2855(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:573(timedelta)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
       57    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.005    0.005 secrets.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        3    0.000    0.000    0.000    0.000 locale.py:362(_replace_encoding)
       62    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:1677(__new__)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       59    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fa603b3e8e0}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1276(IPv4Address)
       58    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2297(timezone)
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
       11    0.000    0.000    0.000    0.000 enum.py:193(__get__)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:72(<dictcomp>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 datetime.py:1340(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:72(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 linalg.py:39(EigResult)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        5    0.000    0.000    0.000    0.000 functools.py:966(__init__)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 threading.py:1402(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
       10    0.000    0.000    0.001    0.000 extras.py:233(__init__)
       30    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        4    0.000    0.000    0.000    0.000 contextlib.py:260(contextmanager)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2952(_update_from)
        2    0.000    0.000    0.000    0.000 enum.py:1004(_find_new_)
        7    0.000    0.000    0.000    0.000 typing.py:1572(copy_with)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
       28    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 enum.py:929(_check_for_existing_members_)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 enum.py:745(__delattr__)
        3    0.000    0.000    0.000    0.000 argparse.py:1560(_get_optional_kwargs)
        4    0.000    0.000    0.000    0.000 enum.py:939(_get_mixins_)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        8    0.000    0.000    0.000    0.000 typing.py:1955(_caller)
        4    0.000    0.000    0.000    0.000 enum.py:975(_find_data_type_)
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:826(__setattr__)
        2    0.000    0.000    0.000    0.000 argparse.py:2465(_get_values)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        6    0.000    0.000    0.000    0.000 _compiler.py:405(_generate_overlap_table)
        4    0.000    0.000    0.000    0.000 _parser.py:162(__delitem__)
        2    0.000    0.000    0.000    0.000 argparse.py:1960(take_action)
        1    0.000    0.000    0.000    0.000 __init__.py:439(LibraryLoader)
        2    0.000    0.000    0.000    0.000 datetime.py:923(__new__)
       81    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
       15    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
        2    0.000    0.000    0.000    0.000 argparse.py:1981(consume_optional)
        3    0.000    0.000    0.000    0.000 argparse.py:601(_format_args)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       13    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        8    0.000    0.000    0.000    0.000 typing.py:945(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        7    0.000    0.000    0.000    0.000 typing.py:2412(get_origin)
        3    0.000    0.000    0.000    0.000 gettext.py:570(dgettext)
       12    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 tempfile.py:665(SpooledTemporaryFile)
        3    0.000    0.000    0.000    0.000 argparse.py:1480(_add_action)
       13    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
        4    0.000    0.000    0.000    0.000 enum.py:770(__getattr__)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.000    0.000 linalg.py:97(_determine_error_states)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 threading.py:849(__init__)
       13    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
        1    0.000    0.000    0.000    0.000 timeit.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:2857(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:342(__init__)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        2    0.000    0.000    0.000    0.000 argparse.py:1647(__init__)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        1    0.000    0.000    0.000    0.000 abc.py:56(Traversable)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2098(IPv6Interface)
        1    0.000    0.000    0.000    0.000 core.py:6540(MaskedConstant)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
       39    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       32    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        2    0.000    0.000    0.000    0.000 argparse.py:2191(_match_argument)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 __init__.py:264(_reset_cache)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        2    0.000    0.000    0.000    0.000 contextlib.py:77(__call__)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:422(spec_from_loader)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1393(IPv4Interface)
        1    0.000    0.000    0.000    0.000 threading.py:838(Thread)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 argparse.py:1470(add_argument_group)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1825(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:1008(_set_tstate_lock)
        3    0.000    0.000    0.000    0.000 argparse.py:2587(_get_formatter)
       14    0.000    0.000    0.000    0.000 typing.py:1568(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:852(register)
       68    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       50    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1715(ArgumentParser)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       34    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        4    0.000    0.000    0.000    0.000 getlimits.py:709(max)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        2    0.000    0.000    0.000    0.000 typing.py:2969(<dictcomp>)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:79(<genexpr>)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       12    0.000    0.000    0.001    0.000 typing.py:1661(copy_with)
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:310(AxisConcatenator)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
       20    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:811(__getattr__)
        5    0.000    0.000    0.000    0.000 typing.py:2230(runtime_checkable)
        1    0.000    0.000    0.000    0.000 tempfile.py:840(TemporaryDirectory)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:273(<dictcomp>)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
       13    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        3    0.000    0.000    0.000    0.000 argparse.py:1669(_add_action)
        1    0.000    0.000    0.000    0.000 linalg.py:55(SVDResult)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
       15    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
        1    0.000    0.000    0.000    0.000 _compiler.py:389(_bytes_to_codes)
        8    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        4    0.000    0.000    0.000    0.000 __init__.py:178(sub)
        1    0.000    0.000    0.000    0.000 argparse.py:2062(consume_positionals)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        1    0.000    0.000    0.000    0.000 threading.py:555(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:360(_get_scalar_type_map)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1868(parse_args)
        2    0.000    0.000    0.000    0.000 enum.py:358(__init__)
       15    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
        8    0.000    0.000    0.000    0.000 _parser.py:297(checkgroupname)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:18(_NestedSequence)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 platform.py:783(uname_result)
        1    0.000    0.000    0.000    0.000 abc.py:14(ResourceReader)
        1    0.000    0.000    0.000    0.000 random.py:800(getrandbits)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        7    0.000    0.000    0.000    0.000 getlimits.py:157(_register_type)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:65(_DTypeDictBase)
        3    0.000    0.000    0.000    0.000 argparse.py:841(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:2050(<genexpr>)
        1    0.000    0.000    0.000    0.000 extras.py:1607(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 core.py:191(<listcomp>)
       12    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 gettext.py:608(gettext)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        1    0.000    0.000    0.000    0.000 core.py:3127(view)
        8    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 typing.py:845(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:221(<dictcomp>)
       18    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _globals.py:52(__new__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
        3    0.000    0.000    0.000    0.000 typing.py:1529(__mro_entries__)
        2    0.000    0.000    0.000    0.000 argparse.py:2332(_get_nargs_pattern)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1460(IPv4Network)
        1    0.000    0.000    0.000    0.000 argparse.py:157(HelpFormatter)
        2    0.000    0.000    0.000    0.000 <frozen os>:682(__setitem__)
        3    0.000    0.000    0.000    0.000 datetime.py:2317(_create)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:895(_resolve_filename)
        1    0.000    0.000    0.000    0.000 threading.py:822(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 __init__.py:192(<dictcomp>)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:2172(_sum_dispatcher)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        8    0.000    0.000    0.000    0.000 argparse.py:1394(_registry_get)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:76(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
       11    0.000    0.000    0.000    0.000 enum.py:1249(value)
        1    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        5    0.000    0.000    0.000    0.000 <frozen os>:760(decode)
        1    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        5    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 abc.py:177(InspectLoader)
        1    0.000    0.000    0.000    0.000 __config__.py:95(<listcomp>)
        5    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1106(__init__)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
       10    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 core.py:6345(mvoid)
        5    0.000    0.000    0.000    0.000 functools.py:972(__set_name__)
        2    0.000    0.000    0.000    0.000 core.py:6643(__setattr__)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:181(_ndptr)
        2    0.000    0.000    0.000    0.000 datetime.py:765(__neg__)
        5    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
